"","baseMean","log2FoldChange","lfcSE","pvalue","padj","abslog2FoldChange"
"LOC100576147",2.35994266496565,0.400542638389044,0.401411385618924,0.120691330916703,0.200251111007809,0.400542638389044
"LOC100576150",0.752325755374966,0.179119480422073,0.418003460411732,0.352360258141607,0.472830137730953,0.179119480422073
"LOC100576151",300.748652320264,0.0202390881171288,0.092953968056111,0.825497271297504,0.878891792301557,0.0202390881171288
"LOC100576152",1448.19296267402,2.57551052011247,1.26002064531119,9.01531065765031e-08,7.27691006463029e-07,2.57551052011247
"LOC100576153",17.8710559325301,0.58740906776419,0.173611896935848,0.000254661278021492,0.000991535461731053,0.58740906776419
"LOC100576155",1182.30215193361,-0.171758700625591,0.0770250869149575,0.0234051428833855,0.0513947077499332,0.171758700625591
"LOC100576157",823.069795043516,1.9246675005882,0.265675967662176,1.59883267936355e-14,3.63180888996175e-13,1.9246675005882
"LOC100576159",48.548333585867,0.15117244625611,0.110074748867371,0.154767404177206,0.245408040597874,0.15117244625611
"LOC100576161",17572.06264598,-0.558150925286179,0.596621890204732,0.0321947243006487,0.0669403185672041,0.558150925286179
"LOC100576162",685.336247062215,-0.357562251633301,0.0647901123510228,1.88057849715903e-08,1.74546318245434e-07,0.357562251633301
"LOC100576163",13.1907199440425,0.648003819998584,0.207735940645337,0.000492841398656038,0.00177210928721053,0.648003819998584
"LOC100576164",9.34547373565532,0.358672399989523,0.210348067608198,0.0507009193355876,0.097840652910753,0.358672399989523
"LOC100576165",271.933729052392,-0.230503737154268,0.0918855970696414,0.0100656384784906,0.0247912947710973,0.230503737154268
"LOC100576167",5.88365979488554,-0.221766240792864,0.343048074263706,0.328229657244638,0.448058492625051,0.221766240792864
"LOC100576169",420.571365569306,-0.204827327600506,0.0955273571397267,0.028323663864696,0.0600979263728067,0.204827327600506
"LOC100576170",21975.6571953359,-0.576114609368975,0.336772473459626,0.0277747887087309,0.059180070461858,0.576114609368975
"LOC100576172",31.3254695624467,0.310245966425016,0.2721465257411,0.130993039086996,0.214245741961179,0.310245966425016
"LOC100576173",15.6089084720747,-0.0351131618370124,0.222295615791241,0.852789499348377,0.898869623592706,0.0351131618370124
"LOC100576174",122.248689721783,0.0148951894679012,0.0779439753393833,0.846485314971954,0.894076719288128,0.0148951894679012
"LOC100576176",289.016452467169,0.055049475841871,0.0655894007392321,0.398036537128047,0.516588798233272,0.055049475841871
"LOC100576179",6.3162501946289,0.129003473903372,0.283585394046433,0.545302004844817,0.654657161636484,0.129003473903372
"LOC100576182",2644.92291183015,0.257379371233975,0.407925392812752,0.248639410047168,0.360604170407937,0.257379371233975
"LOC100576183",1.04148625212963,-0.12473058688667,0.373794379169136,0.526161570475869,0.638125685676932,0.12473058688667
"LOC100576184",6.151884179712,0.0881502701055021,0.256195735885835,0.669425781437338,0.757952921151457,0.0881502701055021
"LOC100576185",365.157434140033,0.274967315867218,0.0869324490754545,0.00110858765242363,0.00363239358453699,0.274967315867218
"LOC100576186",18.2433441262432,-0.160710281899098,0.218942999407772,0.382627919910467,0.502725322702302,0.160710281899098
"LOC100576187",863.438397741588,0.100911703657973,0.101284612050048,0.30810065924227,0.426191953170018,0.100911703657973
"LOC100576189",91.8513238407648,0.0944639616872362,0.179304004999683,0.561576388767922,0.667956306315016,0.0944639616872362
"LOC100576192",1266.29201992053,1.57415180553183,0.9908124062598,0.000488852279601448,0.00176101172066954,1.57415180553183
"LOC100576193",94.8541009965735,0.768020297292413,0.137185119810546,5.28583803883103e-09,5.38305026538961e-08,0.768020297292413
"LOC100576194",5.06601809543969,-0.956509768392158,0.935095538116149,0.00335195158318102,0.00953371599746066,0.956509768392158
"LOC100576195",597.736445446092,-0.199790378499701,0.123898485240839,0.0912278813936346,0.159458053140845,0.199790378499701
"LOC100576196",906.539607936929,0.260933196500486,0.107577487789389,0.0116160011670536,0.0280259075776531,0.260933196500486
"LOC100576198",6.28555283410236,-1.1067391119574,0.730761860741703,0.00503871750354789,0.0136139567841467,1.1067391119574
"LOC100576207",0.530952677092687,-0.358303965998948,0.624000872744435,0.0770676950359962,0.138726592233359,0.358303965998948
"LOC100576212",0.459282427183397,0.0306363337630696,0.400894439452901,0.80538368193201,0.864234951254446,0.0306363337630696
"LOC100576215",2.10965981539945,0.211986189287794,0.355117675314661,0.351013032119364,0.471454731228487,0.211986189287794
"LOC100576216",394.254285868486,-0.139524354225264,0.073127476340546,0.0522491135915725,0.10043087953289,0.139524354225264
"LOC100576217",11.2600011017532,-0.480688014932972,0.236445314283885,0.0163530377687949,0.037639322329592,0.480688014932972
"LOC100576220",2.73446703037895,0.255258494266481,0.32935498386739,0.268426002599771,0.382848883064552,0.255258494266481
"LOC100576221",253.944322766092,0.0613334440066815,0.0878894229398346,0.453932445942172,0.571763382189753,0.0613334440066815
"LOC100576222",40.5776904768212,1.30362030960746,0.138307198239732,3.82173105894628e-22,1.87939245016417e-20,1.30362030960746
"LOC100576223",48.5525085052229,0.470771114382292,0.103900347067009,3.04050870873319e-06,1.79546488027312e-05,0.470771114382292
"LOC100576224",13.7236145929182,0.396033021492049,0.207107314388603,0.0290704895775369,0.0614375243798289,0.396033021492049
"LOC100576225",1516.43559641917,-0.388687269237697,0.606093476304347,0.0343972838775305,0.0709652407020302,0.388687269237697
"LOC100576226",369.234156089011,-0.107073549352281,0.126441185147879,0.36649482352103,0.486940108353972,0.107073549352281
"LOC100576227",596.35235428958,-0.249491190211221,0.0806937644606443,0.00157392736912784,0.0049228342940332,0.249491190211221
"LOC100576230",17.469051014595,0.380989845852552,0.230504063149255,0.0507257965908362,0.0978725227990681,0.380989845852552
"LOC100576233",91.7887912252878,0.300738026184618,0.0997428014879598,0.00171603381791372,0.0053119438785671,0.300738026184618
"LOC100576234",259.80742953731,-0.343063200497532,0.109021309081725,0.00106674378518351,0.00350965076346069,0.343063200497532
"LOC100576236",1.27767328581478,-0.0509070279311855,0.334650252664704,0.808877202741114,0.866315774238836,0.0509070279311855
"LOC100576242",557.001875418701,0.24892173854233,0.0860058625981319,0.00306972181514989,0.00880588826581234,0.24892173854233
"LOC100576246",0.472160886684018,-0.128082465018372,0.42738300596868,0.46658014273884,0.584298522428353,0.128082465018372
"LOC100576247",3014.48195332848,0.285420736750778,0.142771238718285,0.0332272026572272,0.0689034691531161,0.285420736750778
"LOC100576248",1540.60655770933,0.904602315933064,0.113790250283864,3.10117873611812e-16,8.56042356781285e-15,0.904602315933064
"LOC100576249",374.332029841403,0.455193895927613,0.148931150947092,0.0012663025972015,0.00408624361666567,0.455193895927613
"LOC100576251",12.3232631330719,0.921276297220951,0.219701177261716,5.09924105293492e-06,2.8693037155553e-05,0.921276297220951
"LOC100576253",8501.99832557259,-1.52726208081151,0.243282258163762,1.84489359137985e-11,2.86374464104903e-10,1.52726208081151
"LOC100576257",3.18602227888811,0.465235569269095,0.443049835326557,0.0752992555208467,0.136066463890071,0.465235569269095
"LOC100576258",337.879496164955,0.100728706452041,0.0761237854560581,0.174819616759272,0.270539309077154,0.100728706452041
"LOC100576260",14.801101244487,1.69683815884772,0.273608277234625,5.00981440159543e-11,7.20330070715883e-10,1.69683815884772
"LOC100576261",380.945091103278,0.0556078863619925,0.0884724563938715,0.5184521647875,0.631027884429378,0.0556078863619925
"LOC100576262",5.14108019912378,0.165704582214179,0.281421564674225,0.443490603473218,0.561511685747571,0.165704582214179
"LOC100576263",14.2278615274756,-1.47856416826891,0.284335525545324,1.13502879532589e-08,1.09879048970176e-07,1.47856416826891
"LOC100576265",1.04821135915368,0.0757930383937624,0.353545110313339,0.718899307952608,0.797233039632113,0.0757930383937624
"LOC100576266",715.976603152421,-0.254563643988587,0.0804057274169918,0.00123537334838072,0.00399856462097564,0.254563643988587
"LOC100576270",2603.23861863494,0.0493364996330404,0.135168111511503,0.642224467268697,0.736704416829641,0.0493364996330404
"LOC100576271",5057.77275484904,-0.125674786477447,0.335465291356024,0.555816705808077,0.663127291006904,0.125674786477447
"LOC100576272",326.048277636994,-0.151543503741793,0.0898938876517827,0.0838401623849152,0.148541516886626,0.151543503741793
"LOC100576273",0.935538135270228,0.122846555332328,0.371026706457726,0.545460368598495,0.654760918791451,0.122846555332328
"LOC100576274",79.8927341611896,-0.115797882276774,0.123290879239724,0.326489864409452,0.446301959010538,0.115797882276774
"LOC100576277",164.292838584533,0.209896459347806,0.104281008634921,0.0377549241100964,0.0765962266917261,0.209896459347806
"LOC100576279",459.658706619983,1.88560575346634,0.478726394492576,4.15540165304253e-06,2.38405985035342e-05,1.88560575346634
"LOC100576282",1.00101247883741,-1.10233720273323,1.39264347180577,0.0187640928357468,0.0424616726613618,1.10233720273323
"LOC100576283",16.33924538099,-1.16764738704494,0.203444438195809,1.11013310169438e-09,1.26145609924573e-08,1.16764738704494
"LOC100576284",60.720645888061,0.220986348022856,0.442392725156382,0.212016685391817,0.317482508421932,0.220986348022856
"LOC100576286",741.427535699427,-0.215298115313349,0.0522659699156144,3.18472849504793e-05,0.0001506022719436,0.215298115313349
"LOC100576287",11.2129590158278,0.14634738730724,0.193172089966713,0.39564938036315,0.514967179514112,0.14634738730724
"LOC100576288",330.692860948399,0.119636775106854,0.14488277906322,0.372514493724966,0.492645156447118,0.119636775106854
"LOC100576289",192.084428701029,-0.0891761297374019,0.109024553625157,0.395685222605127,0.514967179514112,0.0891761297374019
"LOC100576290",32.157838509063,-0.0714006047474055,0.132079604259807,0.568642986118932,0.674442390508307,0.0714006047474055
"LOC100576291",102.016628152262,-0.0368306689985663,0.122062492851712,0.749223759981015,0.820368124877706,0.0368306689985663
"LOC100576293",68.2630221681429,0.133262529354879,0.11974569725749,0.247033120168811,0.358763573452757,0.133262529354879
"LOC100576296",1432.46482951654,0.00707020196508942,0.0668130140181687,0.915765197765269,0.943496115725766,0.00707020196508942
"LOC100576298",212.796253224392,-0.150088763407636,0.122673193382523,0.199967051672807,0.302535467008601,0.150088763407636
"LOC100576299",2.56175997217852,-0.115201888069445,0.358432804038662,0.60221368173633,0.703564477045518,0.115201888069445
"LOC100576300",948.522102984843,-0.18613896738541,0.0712614992451935,0.00717668686826863,0.0185257924804182,0.18613896738541
"LOC100576301",0.306396481439458,0.0293390386081925,0.405110620724927,0.815841548825921,0.871859887459695,0.0293390386081925
"LOC100576302",11.0896617854371,-0.00606888172089603,0.37424363593627,0.970936395616792,0.981926862032225,0.00606888172089603
"LOC100576304",8.28735673719932,-0.00446815654132669,0.204715064667647,0.979456275223343,0.987811826386385,0.00446815654132669
"LOC100576307",181.355729613211,-0.540184465895317,0.115539697169232,1.16303239166611e-06,7.47098304723389e-06,0.540184465895317
"LOC100576319",57.0788165271717,-0.370612828019664,0.169777376125297,0.0168721613210789,0.0387413265146833,0.370612828019664
"LOC100576320",27.2082712703871,-0.0402849238531888,0.194852762117577,0.810842148723087,0.867943708492318,0.0402849238531888
"LOC100576321",424.920022668396,-0.170625350859239,0.0935903585773662,0.0611811156352368,0.11468029746874,0.170625350859239
"LOC100576326",2434.99337448968,-0.640407708837169,0.237755353269734,0.00187796205785963,0.00574181502747887,0.640407708837169
"LOC100576333",209.653832760052,-0.317832392232227,0.0953042830850951,0.000595503262698922,0.00209996088780602,0.317832392232227
"LOC100576336",367.465238640746,-0.0779726718241937,0.0856596709372054,0.351555899983311,0.472075522419077,0.0779726718241937
"LOC100576337",118.64219212185,0.0170554287011916,0.105914339741978,0.869197624622845,0.910832572171705,0.0170554287011916
"LOC100576338",7.71337677674211,1.77729685166124,0.266023243023916,2.33659200811362e-12,4.08781358190759e-11,1.77729685166124
"LOC100576341",9.51126420316912,-0.230050532419572,0.327007570117465,0.300942810990317,0.418516475740336,0.230050532419572
"LOC100576346",342.857961591753,0.0257230630070279,0.0911178911246112,0.762579768191327,0.830968017840962,0.0257230630070279
"LOC100576348",473.268954546856,-0.0915213376629705,0.103193289183989,0.365789970996326,0.486390118216428,0.0915213376629705
"LOC100576349",45.1307439023458,0.417203135589883,0.12544540751666,0.00049895916911388,0.00179080592312446,0.417203135589883
"LOC100576355",35.5002856827041,0.0237473484568298,0.164025799923358,0.875767370552667,0.915674608506258,0.0237473484568298
"LOC100576359",860.161028107578,-0.302918104174835,0.0641947275016288,1.44795022565621e-06,9.11608899466398e-06,0.302918104174835
"LOC100576361",16.4559179734863,0.94893563650392,0.249477660828994,1.95203374179037e-05,9.68076394657391e-05,0.94893563650392
"LOC100576366",446.12028335691,-0.13988135122548,0.0853101125652981,0.093044962456323,0.162074674390759,0.13988135122548
"LOC100576369",1752.10750177128,-0.341892672002038,0.115015548177729,0.00193329809340251,0.005889464051323,0.341892672002038
"LOC100576370",6.89092381146114,0.769577944748533,0.328536088131562,0.00364017594323679,0.0102464211735554,0.769577944748533
"LOC100576373",225.47988768098,0.196189650614304,0.0937496585103707,0.029295720582511,0.0618242181207552,0.196189650614304
"LOC100576374",526.870464861234,0.0490592598933167,0.130093609071061,0.691863645052543,0.776213659347147,0.0490592598933167
"LOC100576378",103.086674368789,0.00516099128689574,0.151319935969522,0.995243474022255,0.99694707462825,0.00516099128689574
"LOC100576381",684.824300878668,0.475528833405692,0.0972968376418267,5.8404333430338e-07,3.9904513629228e-06,0.475528833405692
"LOC100576382",54.146667931664,-0.128028091028873,0.158044423279028,0.381723551238005,0.501931518221504,0.128028091028873
"LOC100576383",4200.93668364038,-0.621762396067356,0.120812819061976,8.99246558927071e-08,7.26347945181673e-07,0.621762396067356
"LOC100576384",1162.42390414823,0.508589876016291,0.136477004076517,8.62037936134112e-05,0.000373954484970854,0.508589876016291
"LOC100576387",2.18501382656848,0.341953577642606,0.411159989895977,0.160915089377408,0.253229778865331,0.341953577642606
"LOC100576392",6285.87019073117,0.117812456915914,0.191138068310952,0.489983334654129,0.605891700876062,0.117812456915914
"LOC100576395",1010.47810721573,-0.871421517023713,0.172070176820211,7.05945476450637e-08,5.81858158899877e-07,0.871421517023713
"LOC100576397",187.660976832224,-0.604764251185294,0.112767636717337,2.48584405166542e-08,2.24493200468303e-07,0.604764251185294
"LOC100576400",159.114176351919,0.167785357521397,0.0828570069849555,0.0386282300918279,0.0781647311540031,0.167785357521397
"LOC100576401",522.384539823563,0.392258595750097,0.0671817846401909,3.23531499526858e-09,3.41752046070608e-08,0.392258595750097
"LOC100576402",799.461156949937,0.0229610374360381,0.0537025734211444,0.613489770924602,0.713148433179564,0.0229610374360381
"LOC100576403",4.50942403129554,0.280670372020577,0.351767454111322,0.231275995842036,0.340613345329707,0.280670372020577
"LOC100576404",2586.8040355092,0.43169285882471,0.121143426125074,0.00018839805740413,0.000757475391225673,0.43169285882471
"LOC100576405",402.890162169563,0.476567556362028,0.11419739782387,1.3600980465124e-05,6.93318272490469e-05,0.476567556362028
"LOC100576410",3.03980267293732,1.15739568819694,0.509552152543241,0.00208755367495397,0.00629547235549118,1.15739568819694
"LOC100576411",168.399242551133,-0.0595061590331856,0.0667989247423077,0.366821866118706,0.487266124222965,0.0595061590331856
"LOC100576412",182.326550928669,0.0696218233374865,0.0993267070661455,0.471923852790598,0.589099631339753,0.0696218233374865
"LOC100576413",1201.11366089375,-0.0885766352049361,0.0713597936367609,0.209761335099029,0.314507643607358,0.0885766352049361
"LOC100576414",4177.33350769294,0.63640802100448,0.0887708972035701,1.33534869736728e-13,2.70865184644482e-12,0.63640802100448
"LOC100576417",7.65872825883587,-0.566180272810604,0.293640229352932,0.0157985594390986,0.0365211020492219,0.566180272810604
"LOC100576418",10869.621962948,0.156510439444129,0.348201754786197,0.479048689388749,0.595200197516552,0.156510439444129
"LOC100576419",12.2642869682968,-0.126493706985938,0.228029377628419,0.509259964472765,0.623340161492286,0.126493706985938
"LOC100576421",1409.82058278509,0.00253535254524948,0.113601709205043,0.985872599450781,0.99214556354015,0.00253535254524948
"LOC100576422",1021.98756219186,-0.0631560044238078,0.0662186665735129,0.342743534850445,0.463057870470924,0.0631560044238078
"LOC100576423",187.229821487174,-0.439606431639842,0.218371375597773,0.0166108666628624,0.0381802009862807,0.439606431639842
"LOC100576425",178.424276855424,1.08930218595331,0.146788354580985,1.25606824457313e-14,2.89390211308738e-13,1.08930218595331
"LOC100576428",31.148663536496,-3.06291608506001,0.245216595960806,5.49855705222501e-37,9.19358739132022e-35,3.06291608506001
"LOC100576432",176.073942510068,0.329448264400251,0.0748904168509513,7.30356641707778e-06,3.95196215189451e-05,0.329448264400251
"LOC100576433",442.84701368232,-0.0152934482051631,0.0614800686989711,0.797531382918015,0.858248189193862,0.0152934482051631
"LOC100576434",11.1806815657348,0.661152867309638,0.255642539905497,0.00234291650455619,0.00696153713361909,0.661152867309638
"LOC100576435",839.605390278766,-0.70843108146347,0.162138367033591,2.9983838100105e-06,1.77327357818913e-05,0.70843108146347
"LOC100576436",474.093401976811,0.0175763131016855,0.122516676908568,0.882464809384408,0.920778116166097,0.0175763131016855
"LOC100576438",351.11123462291,0.0188211910963249,0.0809401535456851,0.828242261125512,0.881013178707028,0.0188211910963249
"LOC100576439",33.372454453576,-0.049723014484394,0.161768454340858,0.733879126361763,0.809015851458799,0.049723014484394
"LOC100576445",6.74044694703399,-0.177376634133264,0.270990603697951,0.397632551412031,0.516238644672924,0.177376634133264
"LOC100576446",863.524214287863,-1.61205870584493,0.130122464112027,2.21995127854453e-36,3.60865413390071e-34,1.61205870584493
"LOC100576447",17.329704232291,-0.512351416493235,0.187504510582323,0.00249764957869954,0.00736705914039803,0.512351416493235
"LOC100576449",275.74377981116,0.0874799022607665,0.108518469168588,0.402112981955827,0.520842224525343,0.0874799022607665
"LOC100576452",117.343170016257,0.936966964890539,0.327727543392868,0.00050953884463628,0.00182486004823226,0.936966964890539
"LOC100576453",8.55000044153522,-0.0258628607544309,0.192934602617911,0.879576717779735,0.918501597510173,0.0258628607544309
"LOC100576454",26.2690543858327,0.322086821071011,0.199231549839703,0.0682739315375987,0.125660967874832,0.322086821071011
"LOC100576457",1094.23839181796,-0.260821503294183,0.0896761087981597,0.00283352002557616,0.00822100108560818,0.260821503294183
"LOC100576458",9235.88782189005,-3.44917097605904,0.307965074500034,3.03966002224764e-31,3.38820770479871e-29,3.44917097605904
"LOC100576460",0.699629197581507,0.417261918330812,0.599751062478223,0.0819382958693221,0.145862136295122,0.417261918330812
"LOC100576461",534.112072698839,0.112634883368238,0.0729311933965683,0.119064234592108,0.19814130551202,0.112634883368238
"LOC100576462",280.466124730303,-0.288884206677096,0.183306814801729,0.0783608580724157,0.140535624100453,0.288884206677096
"LOC100576467",1961.21881699786,-0.049812671595865,0.0490669632209601,0.270454250201097,0.385084737755917,0.049812671595865
